V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,norm_time,norm_amount,Class
1.28973720662943,-0.513442479492098,0.0431795738129841,-0.546271441520471,-0.919610268140102,-1.25492093787209,-0.0349206509321678,-0.329403769169911,-1.07683062346439,0.653652152688164,-0.434472008123163,-0.203010742359557,-0.0090922709078765,0.352945934449706,0.743748661573129,-1.36364097846071,0.0753270402634074,0.38757632466208,-0.499261727867183,-0.373599889478539,-0.771766398346388,-1.9668744480167,0.239911312214485,0.356612184969684,-0.044516923741648,0.61808018650072,-0.0891426420990102,0.0187954340014823,-1.249321541982567,-0.07136431629419769,0
0.429900551185081,-0.0544733472653734,0.466975266922354,0.340207737887254,-0.119395154243859,0.852786306094065,-0.24522830388162,0.161715775112118,-1.09306341797389,0.909768734416325,-0.199668478958853,0.464085248954061,0.193697318217729,-0.198654172802168,-1.29874243126634,-3.06318432082246,1.09966444145351,1.32439050673528,3.04380857654649,-0.164035097755916,-0.567891992891243,-0.781434285492637,0.197636018612928,0.376666451012617,-1.31398767739435,0.672684599347766,0.26564075818092,0.2340965287357,1.1182418808792292,-0.3056521672589619,0
-2.665445391263,1.5716944453176,-0.112584475584063,0.654576019945223,0.0738875487572717,0.306243085348521,-0.0143846934911653,0.438158388228839,-0.35980484479886,0.30409089916976,-1.17152711934429,0.577513806182031,1.57899156928154,0.283836512076053,1.42174377925365,-0.0521924493491133,-0.130198107026945,-0.187976412540933,0.52748794280917,-0.536749350149032,0.186905517950351,0.139443245715453,-0.284425793988749,-0.915156640096912,-0.152194661030313,-0.435505840694607,-1.3313521873866,-0.0647885285410247,-0.2886380035067195,-0.2914189804085428,0
-1.84702992765789,0.891559503778156,1.63841670573356,0.331569408025067,-0.531056661463911,0.257183935318817,-0.475163728473281,1.09646074969672,-0.296590049920722,-1.16800453239517,0.100354028680098,1.77189172306633,1.00341596010212,-0.0482364959635293,-2.00592784847604,0.537553956448591,-0.434720499358857,0.29789027612659,-0.286666023305971,-0.320776316914834,0.0384694791256295,-0.032832412937367,-0.272232011658112,0.0405817242577759,0.200252583991039,-0.613994774170441,-0.186287715375981,-0.130521677398067,-0.18240077829002868,-0.2132963761789951,0
-0.893849435785539,1.923039743885,1.60943858134574,2.43062796634774,0.28053898590536,-0.384612728854064,0.683818170633335,0.170135812245151,-0.783841093292105,-0.303361533627057,0.339508962901608,-2.34520920592188,2.62336493751901,1.92307972940911,-0.357707449864664,0.130434462542229,0.622653882008218,0.0165181776932887,-0.237526753089144,-0.0429869575042427,-0.0818720306175226,-0.149005257812272,-0.263144192567396,0.350760317485006,0.470970450974447,0.0999987065706703,-0.117960448638421,0.0028038824258564,-1.543774489495944,-0.296496549874844,0
-2.36828579017356,1.91343705470712,-1.84007732972773,0.731679919220534,0.489193872539,-0.215686015427882,0.0465956479376609,1.17917768193028,-0.581966186003766,0.528607406000218,-0.475384925055582,0.247221770492554,-1.13343502615383,1.52046630029406,-0.870353668671982,-0.386690362582715,0.17262534372285,0.614013786075697,1.33756227380084,-0.387352030831157,0.104677408584947,0.485001157301144,0.204296898544422,0.172265782662161,0.310325788622663,-0.392529148225005,-0.0606819641630213,0.203843831453731,1.0771789296061773,-0.32236416754962255,0
-0.0968325236431453,1.21552732068381,-1.11782873839602,-0.600810419186824,1.8200213411862,-1.14170040338451,1.55859364889493,-0.370869656648155,-0.686824617442356,-0.871393441860678,-0.764299017302915,0.161924848364945,0.923611746432234,-1.01000373658148,-0.686558769601375,-0.211124304251771,0.530219965259742,-0.130906440233226,-0.123004463486585,0.141987193298291,0.0522750412408406,0.384372025047037,-0.36184794014766,0.479525306188896,0.433587185223486,0.663855192883783,0.21332567305102,0.114002907441488,1.314922888515283,-0.33755689508658676,0
-0.979135398633357,0.775766556509745,0.563515542189992,-1.19337013817824,-0.685364694773521,0.0017987262299647,-0.821952181260495,0.947712301316495,1.03793719394987,-1.63169848338791,-2.1352804611821,0.216721135062502,0.216365797743401,0.353233541798531,1.41842543222678,-0.168335412842584,-0.0747937635805938,0.988617830611274,1.88251528877475,-0.196850044402456,0.123226630620849,0.291962459119236,-0.227545590340634,-0.987693915896317,-0.243445184330651,-0.615094303494287,-0.111301129572175,0.0021360969086234,-0.2179044376984213,-0.3492313067728856,0
-0.587234430686006,1.26130918138469,0.656948585723992,0.718800997722085,0.66148307590602,0.911077798936652,0.121319135956491,0.662016938927738,-1.12735082727699,-0.230305368763264,0.0958431494137104,0.427577279916282,0.513529934822796,0.709957336952381,0.833134129214227,0.0653748073448151,-0.410544033528479,0.723227540441297,1.09699986961392,-0.0317104300231636,0.210111683574092,0.561916886392705,-0.358507638243205,-1.32203504760231,0.0532688264729103,-0.094938719880245,0.0433922366063308,0.0474492869377861,-0.343030620500716,-0.3512303498698546,0
2.01613387580108,-0.220815722430263,-1.78075463595284,0.276703220299246,0.316060065594236,-0.709414839863578,0.273988274722598,-0.145604753841854,0.331741626479775,0.306656684083419,0.569844510328511,0.204792856940725,-1.69807841206555,0.900345882559056,-0.93833162348887,-0.282601016108764,-0.246429909503181,-0.139285446915227,0.490788278205698,-0.256086606456427,0.0071439628543203,0.0444184521500675,0.106453936670814,0.784225426552366,0.104861516194142,0.507913578101004,-0.118885122987158,-0.0794632864292126,1.2311123520707976,-0.2574752286220095,0
1.16762204857357,-0.548662692756473,0.0935571522552284,-1.97297039302657,-0.919265043689278,-1.28819558259778,-0.0066093405052523,-0.196000569301338,1.65028181372343,-1.46087176243796,1.73124589011826,1.98073441802166,0.137669769219319,0.361317111225563,0.510110322938369,-1.14110893930253,0.0079667487337795,0.133914290269164,1.56337619126812,0.0187897968729169,-0.086021634465018,-0.1163138024402,-0.0871505753462462,0.576115063853183,0.63655704993479,-0.932350289926189,0.0547153805663249,0.0233179660325197,-0.6380521319547968,-0.12529849905042073,0
-1.11202068867225,1.10678610036464,1.32516423075608,-0.137586527298534,0.339392652300722,0.098063573353164,0.806736213820132,-0.0438770035769167,0.184676881369414,0.627509019966513,1.2766495164713,1.04403878145253,0.13123178704268,-0.375695127897427,-0.947559472293395,-0.770755182171766,-0.0442415213646445,-0.590872059239898,0.248454235250353,0.356288881833978,-0.123412503835881,0.252442243035211,-0.154008102852977,0.0640403607910162,-0.0597514177219385,0.29017443856901,0.263184476570398,0.0998434447468784,-0.7407516259848862,-0.2936978895390874,0
-1.34118910953392,-0.310101771030559,1.59880768333175,-2.6299124635629,-1.34663295589986,0.890878362952007,-0.941737891015726,0.574252443548276,-1.91924200867394,0.697152575077499,-0.624788710755069,-0.334731598744168,1.02420408615072,-0.893215486809293,-1.46027773101767,0.356502836139199,-0.117072860216094,1.02265601203592,0.225105211521743,-0.499280708180987,-0.171807007822808,-0.194690056027716,-0.398984821909694,-1.00396611488921,0.409891729534579,-0.248947791056423,-0.375916556900618,-0.0344653577176025,-0.9221656389168567,-0.05337292842147689,0
1.17188530410213,-0.143479502747481,0.830901601263107,-0.0081567106503522,-0.733002935993176,-0.211121254885813,-0.526404514347306,0.142461232116654,0.147493137516061,-0.0236100293083777,1.82890508489576,1.08141885181216,0.195857060603933,0.236770458183688,0.83082243619444,0.349678761547028,-0.347039520177123,-0.164867318364255,-0.342574314701387,-0.0836508217412371,0.169926223052002,0.543734920454245,0.0257983194499644,0.306492629997867,0.11155644861951,1.07045506103796,-0.0456611503496257,-0.0015049302505384,-0.3220779863895946,-0.3492313067728856,0
-1.16780736641979,-0.38088616085912,1.66106885733553,-3.93280600612086,0.101921594351258,-0.220209184533027,0.441563608185992,0.143475800545519,1.52682120108469,-2.62246646343279,0.206587795287613,1.62079194540492,1.13319348778952,-0.46508397036242,-0.241343218927712,0.159826890665286,-1.3459040777427,1.15568672254294,0.211176261220575,0.17944981152659,0.255930478819651,0.695407611687217,-0.410025825024782,-0.785286344206661,1.03694769410131,-0.834744269804251,0.0529295009129439,0.0558632145590644,-1.3214870466044895,0.017553120658982426,0
1.43022927022552,-0.420808904453997,0.0066430350701667,-0.772209746694339,-0.591652080915717,-0.610413065564476,-0.307795446336662,-0.245440829394768,-0.955424127818813,0.646170915014836,-1.09199062090579,-0.022099847839118,1.13237585184971,-0.0510689876117365,0.847065067922676,-1.03611254020559,-0.367079758478703,0.883631581627248,-0.35785459445969,-0.379720917171984,-0.629434963416972,-1.35271306506584,0.066711402077438,-0.443125688848096,0.190271505241321,0.865096877070514,-0.0595250721902515,0.005679500604931,-1.2681473257969815,-0.2696693915135203,0
-0.488361102218626,1.47441369910728,-0.161508027645386,-0.521927510151926,1.59818024580353,-0.945655595210663,1.67321723055911,-0.334307203967855,-1.26794507400514,-1.13541904327667,-0.450210412092227,-0.583935395832255,-0.0775363195645546,-0.564650769917031,0.506755812121371,-0.207113710491016,0.779339892417038,0.0308532694545936,0.293371125339853,0.0541017584376182,0.0093518236134718,0.0121640574067592,-0.601021009864729,0.576458856327449,0.990870572198336,0.79757075625927,-0.0608078628309274,0.0566784549138538,0.9323635881165475,-0.3452332205789477,0
-0.891557389077634,0.24846443820055,2.56103370109168,0.596970043948995,-0.21410623844709,0.687919470129007,-0.0608744625361435,0.640940792265986,0.74815575035002,-0.878139640498335,0.129755143394332,0.220000890516588,-2.81942855673686,-0.210865177737286,-2.81011382430901,-0.75301665837624,0.484543386293737,-0.54364180301665,-0.130202416745764,-0.343391311283183,-0.284137556229024,-0.602257722609369,-0.0569521386038634,0.156286648446988,-0.0709109175923687,-0.684440075799614,0.135457674310893,0.102236956880648,-1.1235425635446494,-0.33327894285907317,0
-0.96745589041263,0.335555412202504,1.95731015041566,-2.22014857996416,-0.0113755728525364,0.295781017651879,0.377888209252702,0.163407879389378,-1.43366556715257,-0.28211556006121,0.613678139500707,0.811152164879048,0.964458472230438,-0.397064296806501,-1.31374677002285,-0.591939121895863,-0.991184753294011,1.24439192020614,-1.8376463004873,-0.549830736148089,-0.544947511415926,-1.2464447567655,-0.12949703937111,0.646901883672306,0.248815100948439,-0.184781937947552,-0.117037281343111,0.0408696592555068,0.9185495901498182,-0.21809407961172067,0
